Seq_HBWBLv5,Scientific_name,Order,Family,Common_name,SISRecID,AvibaseID,Parasite,Mound,NestSite_ground,NestSite_tree,NestSite_nontree,NestSite_cliff_bank,NestSite_underground,NestSite_waterbody,NestSite_termite_ant,NestStr_scrape,NestStr_platform,NestStr_cup,NestStr_dome,NestStr_dome_tunnel,NestStr_primary_cavity,NestStr_second_cavity,NestAtt_basal,NestAtt_forked,NestAtt_lateral,NestAtt_pensile,Ref_site,Ref_str,Ref_att,Identifier,Retrieval_time
8369,Ptilocichla mindanensis,Passeriformes,Pellorneidae,Striated Wren-babbler,22716014,AVIBASE-E056E59C,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8370,Ptilocichla falcata,Passeriformes,Pellorneidae,Falcated Wren-babbler,22716018,AVIBASE-E86FF436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8371,Napothera epilepidota,Passeriformes,Pellorneidae,Eyebrowed Wren-babbler,22716094,AVIBASE-F8F526E4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8372,Rimator naungmungensis,Passeriformes,Pellorneidae,Naung Mung Wren-babbler,103870218,AVIBASE-10D3B698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8373,Rimator danjoui,Passeriformes,Pellorneidae,Indochinese Wren-babbler,103869790,AVIBASE-D6493AE5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8374,Rimator malacoptilus,Passeriformes,Pellorneidae,Long-billed Wren-babbler,22735139,AVIBASE-9293E8A9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8375,Rimator pasquieri,Passeriformes,Pellorneidae,White-throated Wren-babbler,22734528,AVIBASE-8E29E9C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8376,Rimator albostriatus,Passeriformes,Pellorneidae,Sumatran Wren-babbler,22734523,AVIBASE-E87A913F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8377,Graminicola bengalensis,Passeriformes,Pellorneidae,Indian Grass-babbler,103870362,AVIBASE-97A164E7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8378,Graminicola striatus,Passeriformes,Pellorneidae,Chinese Grass-babbler,103870381,AVIBASE-0254B25D,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,H,H,H,Su,[2019 Jan~2019 Apr]
8379,Alcippe brunneicauda,Passeriformes,Leiotrichidae,Brown Fulvetta,22716630,AVIBASE-2EAEE9C9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8380,Alcippe grotei,Passeriformes,Leiotrichidae,Black-browed Fulvetta,22734608,AVIBASE-F2E3ABD3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,H,H,N,Su,[2019 May~2019 Nov]
8381,Alcippe poioicephala,Passeriformes,Leiotrichidae,Brown-cheeked Fulvetta,22716633,AVIBASE-E4C78D6C,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8382,Alcippe nipalensis,Passeriformes,Leiotrichidae,Nepal Fulvetta,22716647,AVIBASE-735DD267,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8383,Alcippe morrisonia,Passeriformes,Leiotrichidae,Grey-cheeked Fulvetta,22716644,AVIBASE-D0A56D01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
8384,Alcippe peracensis,Passeriformes,Leiotrichidae,Mountain Fulvetta,22735187,AVIBASE-493A2E85,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8385,Alcippe pyrrhoptera,Passeriformes,Leiotrichidae,Javan Fulvetta,22716636,AVIBASE-C2737F2A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8386,Grammatoptila striata,Passeriformes,Leiotrichidae,Striated Laughingthrush,22715620,AVIBASE-6FCD4F9D,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
8387,Cutia nipalensis,Passeriformes,Leiotrichidae,Himalayan Cutia,22735167,AVIBASE-D7F4C39A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8388,Cutia legalleni,Passeriformes,Leiotrichidae,Vietnamese Cutia,22734578,AVIBASE-FD32868A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,O203,O203,O203,"Fang, Su, Tsai",[2019 May~2019 Nov]
8389,Argya malcolmi,Passeriformes,Leiotrichidae,Large Grey Babbler,22716361,AVIBASE-8EB286E5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8390,Argya subrufa,Passeriformes,Leiotrichidae,Rufous Babbler,22716392,AVIBASE-51AADA00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8391,Argya earlei,Passeriformes,Leiotrichidae,Striated Babbler,22716352,AVIBASE-308AADDB,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8392,Argya caudata,Passeriformes,Leiotrichidae,Common Babbler,22716344,AVIBASE-6EB70FB3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8393,Argya altirostris,Passeriformes,Leiotrichidae,Iraq Babbler,22716341,AVIBASE-FE13475E,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8394,Argya squamiceps,Passeriformes,Leiotrichidae,Arabian Babbler,22716364,AVIBASE-E99FE2FE,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8395,Argya fulva,Passeriformes,Leiotrichidae,Fulvous Babbler,22716368,AVIBASE-3EFD8DF0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8396,Argya rubiginosa,Passeriformes,Leiotrichidae,Rufous Chatterer,22716383,AVIBASE-861DA135,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8397,Argya aylmeri,Passeriformes,Leiotrichidae,Scaly Chatterer,22716379,AVIBASE-987C8F6E,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8398,Acanthoptila nipalensis,Passeriformes,Leiotrichidae,Spiny Babbler,22716338,AVIBASE-9295CC66,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8399,Chatarrhaea longirostris,Passeriformes,Leiotrichidae,Slender-billed Babbler,22716358,AVIBASE-B7794D41,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8400,Chatarrhaea gularis,Passeriformes,Leiotrichidae,White-throated Babbler,22716355,AVIBASE-9302DF03,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8401,Kupeornis gilberti,Passeriformes,Leiotrichidae,White-throated Mountain-babbler,22716655,AVIBASE-AD7B6E81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8402,Kupeornis rufocinctus,Passeriformes,Leiotrichidae,Red-collared Mountain-babbler,22716664,AVIBASE-27E0131C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8403,Kupeornis chapini,Passeriformes,Leiotrichidae,Chapin's Mountain-babbler,22716673,AVIBASE-722187E9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8404,Phyllanthus atripennis,Passeriformes,Leiotrichidae,Grey-hooded Capuchin Babbler,103871177,AVIBASE-0179C599,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8405,Phyllanthus rubiginosus,Passeriformes,Leiotrichidae,Black-crowned Capuchin Babbler,103871272,AVIBASE-60C54BA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8406,Phyllanthus bohndorffi,Passeriformes,Leiotrichidae,Grey-caped Capuchin Babbler,103871336,AVIBASE-B79B29C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8407,Turdoides striata,Passeriformes,Leiotrichidae,Jungle Babbler,103871402,AVIBASE-161B2408,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8408,Turdoides somervillei,Passeriformes,Leiotrichidae,Black-winged Babbler,103871509,AVIBASE-4426187D,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8409,Turdoides rufescens,Passeriformes,Leiotrichidae,Orange-billed Babbler,22716406,AVIBASE-C4F17E29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8410,Turdoides affinis,Passeriformes,Leiotrichidae,Yellow-billed Babbler,22716409,AVIBASE-A70548E8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8411,Turdoides sharpei,Passeriformes,Leiotrichidae,Black-lored Babbler,22716462,AVIBASE-7350FE4C,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8412,Turdoides melanops,Passeriformes,Leiotrichidae,Black-faced Babbler,22716428,AVIBASE-3D55152D,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8413,Turdoides tenebrosa,Passeriformes,Leiotrichidae,Dusky Babbler,22716419,AVIBASE-775C66B9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8414,Turdoides reinwardtii,Passeriformes,Leiotrichidae,Blackcap Babbler,22716412,AVIBASE-D5BF7D2F,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8415,Turdoides leucocephala,Passeriformes,Leiotrichidae,White-headed Babbler,22716491,AVIBASE-10993285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8416,Turdoides plebejus,Passeriformes,Leiotrichidae,Brown Babbler,22716487,AVIBASE-6EBDD2D5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8417,Turdoides jardineii,Passeriformes,Leiotrichidae,Arrow-marked Babbler,22716501,AVIBASE-E6576A8D,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2022 Nov~2022 Dec]
8418,Turdoides squamulata,Passeriformes,Leiotrichidae,Scaly Babbler,22716434,AVIBASE-0E9C6F45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8419,Turdoides leucopygia,Passeriformes,Leiotrichidae,White-rumped Babbler,22716443,AVIBASE-735E491F,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8420,Turdoides hartlaubii,Passeriformes,Leiotrichidae,Hartlaub's Babbler,22716450,AVIBASE-CD65BECB,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8421,Turdoides hindei,Passeriformes,Leiotrichidae,Hinde's Babbler,22716480,AVIBASE-224B2B08,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,D4,H,N,"Fang, Su, Tsai",[2019 May~2019 Nov]
8422,Turdoides hypoleuca,Passeriformes,Leiotrichidae,Northern Pied Babbler,22716469,AVIBASE-B0F2FB67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8423,Turdoides bicolor,Passeriformes,Leiotrichidae,Southern Pied Babbler,22716456,AVIBASE-1481EF1F,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8424,Turdoides gymnogenys,Passeriformes,Leiotrichidae,Bare-cheeked Babbler,22716505,AVIBASE-7AB9D354,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8425,Garrulax canorus,Passeriformes,Leiotrichidae,Chinese Hwamei,22735076,AVIBASE-71D4A209,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8426,Garrulax taewanus,Passeriformes,Leiotrichidae,Taiwan Hwamei,22734473,AVIBASE-4E8B4445,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
8427,Garrulax merulinus,Passeriformes,Leiotrichidae,Spot-breasted Laughingthrush,22735112,AVIBASE-9D4891EC,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8428,Garrulax annamensis,Passeriformes,Leiotrichidae,Orange-breasted Laughingthrush,22734468,AVIBASE-946F5D45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,O204,O204,O204,"Su, Tsai",[2019 May~2019 Nov]
8429,Garrulax cinereifrons,Passeriformes,Leiotrichidae,Ashy-headed Laughingthrush,22715586,AVIBASE-9E35E2B0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8430,Garrulax rufifrons,Passeriformes,Leiotrichidae,Rufous-fronted Laughingthrush,22715592,AVIBASE-5B9161ED,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8431,Garrulax monileger,Passeriformes,Leiotrichidae,Lesser Necklaced Laughingthrush,22715608,AVIBASE-3651A4D5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8432,Garrulax leucolophus,Passeriformes,Leiotrichidae,White-crested Laughingthrush,22734757,AVIBASE-6583F1BC,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8433,Garrulax bicolor,Passeriformes,Leiotrichidae,Sumatran Laughingthrush,22734448,AVIBASE-CFEA4730,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,L083,L083,L083,"Fang, Su, Tsai, Chia",[2022 Nov~2022 Dec]
8434,Garrulax palliatus,Passeriformes,Leiotrichidae,Sunda Laughingthrush,22715589,AVIBASE-0C83FC88,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,N,H,N,"Su, Tsai",[2022 Nov~2022 Dec]
8435,Garrulax milleti,Passeriformes,Leiotrichidae,Black-hooded Laughingthrush,22715628,AVIBASE-60FA71F5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8436,Garrulax maesi,Passeriformes,Leiotrichidae,Grey Laughingthrush,22735102,AVIBASE-DF9E2D94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8437,Garrulax castanotis,Passeriformes,Leiotrichidae,Rufous-cheeked Laughingthrush,22734458,AVIBASE-FD662075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8438,Garrulax lunulatus,Passeriformes,Leiotrichidae,Barred Laughingthrush,22715672,AVIBASE-82C19E11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8439,Garrulax bieti,Passeriformes,Leiotrichidae,White-speckled Laughingthrush,22715675,AVIBASE-73B7590F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8440,Garrulax maximus,Passeriformes,Leiotrichidae,Giant Laughingthrush,22715679,AVIBASE-826C6C37,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8441,Garrulax ocellatus,Passeriformes,Leiotrichidae,Spotted Laughingthrush,22715682,AVIBASE-7A44AD5A,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
8442,Garrulax strepitans,Passeriformes,Leiotrichidae,White-necked Laughingthrush,22735097,AVIBASE-830EF7CF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8443,Garrulax ferrarius,Passeriformes,Leiotrichidae,Cambodian Laughingthrush,22734453,AVIBASE-C2DAFFFB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8444,Garrulax sukatschewi,Passeriformes,Leiotrichidae,Snowy-cheeked Laughingthrush,22715662,AVIBASE-1C31D0DE,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8445,Garrulax cineraceus,Passeriformes,Leiotrichidae,Western Moustached Laughingthrush,103871930,AVIBASE-0C196269,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8446,Garrulax cinereiceps,Passeriformes,Leiotrichidae,Eastern Moustached Laughingthrush,103871982,AVIBASE-AE0F369A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8447,Garrulax rufogularis,Passeriformes,Leiotrichidae,Rufous-chinned Laughingthrush,22715669,AVIBASE-422037AA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
8448,Garrulax konkakinhensis,Passeriformes,Leiotrichidae,Chestnut-eared Laughingthrush,22729480,AVIBASE-566F8C8C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
8449,Garrulax sannio,Passeriformes,Leiotrichidae,White-browed Laughingthrush,22715707,AVIBASE-2A59B27F,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
8450,Garrulax perspicillatus,Passeriformes,Leiotrichidae,Masked Laughingthrush,22715595,AVIBASE-8FD7181A,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
8451,Garrulax davidi,Passeriformes,Leiotrichidae,Plain Laughingthrush,22715659,AVIBASE-ECB9A862,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8452,Garrulax nuchalis,Passeriformes,Leiotrichidae,Chestnut-backed Laughingthrush,22715639,AVIBASE-664E4CED,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8453,Garrulax chinensis,Passeriformes,Leiotrichidae,Black-throated Laughingthrush,103872142,AVIBASE-C105D142,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
8454,Garrulax monachus,Passeriformes,Leiotrichidae,Hainan Laughingthrush,103872201,AVIBASE-40B0D5EB,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Fang, Su",[2019 May~2019 Nov]
8455,Garrulax vassali,Passeriformes,Leiotrichidae,White-cheeked Laughingthrush,22715645,AVIBASE-7EA7CEE7,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,N,H,N,"Su, Tsai",[2022 Nov~2022 Dec]
8456,Garrulax mitratus,Passeriformes,Leiotrichidae,Chestnut-capped Laughingthrush,103872287,AVIBASE-6E91359B,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8457,Garrulax treacheri,Passeriformes,Leiotrichidae,Chestnut-hooded Laughingthrush,103872315,AVIBASE-36545FD3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8458,Garrulax pectoralis,Passeriformes,Leiotrichidae,Greater Necklaced Laughingthrush,22715611,AVIBASE-75BA8D16,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
8459,Garrulax woodi,Passeriformes,Leiotrichidae,Mount Victoria Babax,103872810,AVIBASE-37F6EC60,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8460,Garrulax lanceolatus,Passeriformes,Leiotrichidae,Chinese Babax,103872761,AVIBASE-EA1D6AB8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8461,Garrulax waddelli,Passeriformes,Leiotrichidae,Giant Babax,22716512,AVIBASE-B30DCDD9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8462,Garrulax koslowi,Passeriformes,Leiotrichidae,Tibetan Babax,22716515,AVIBASE-CADC3FC1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,O205,N,O205,"Su, Tsai",[2022 Nov~2022 Dec]
8463,Garrulax albogularis,Passeriformes,Leiotrichidae,White-throated Laughingthrush,22735092,AVIBASE-D5C979A6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8464,Garrulax ruficeps,Passeriformes,Leiotrichidae,Rufous-crowned Laughingthrush,22734443,AVIBASE-C7279987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
8465,Garrulax caerulatus,Passeriformes,Leiotrichidae,Grey-sided Laughingthrush,22715685,AVIBASE-DB7534FA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8466,Garrulax berthemyi,Passeriformes,Leiotrichidae,Buffy Laughingthrush,22734463,AVIBASE-329039A2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,O206,H,"Fang, Su, Tsai",[2019 May~2019 Nov]
8467,Garrulax poecilorhynchus,Passeriformes,Leiotrichidae,Rusty Laughingthrush,22735107,AVIBASE-799CD8D0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
8468,Garrulax ruficollis,Passeriformes,Leiotrichidae,Rufous-necked Laughingthrush,22715636,AVIBASE-0DBAC9AF,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
8469,Garrulax galbanus,Passeriformes,Leiotrichidae,Yellow-throated Laughingthrush,22734337,AVIBASE-8A04ACFE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8470,Garrulax courtoisi,Passeriformes,Leiotrichidae,Blue-crowned Laughingthrush,22732350,AVIBASE-8A908A7E,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
8471,Garrulax delesserti,Passeriformes,Leiotrichidae,Wynaad Laughingthrush,22715653,AVIBASE-96A465BE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
8472,Garrulax gularis,Passeriformes,Leiotrichidae,Rufous-vented Laughingthrush,22715656,AVIBASE-BBE951A5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
8473,Garrulax lugubris,Passeriformes,Leiotrichidae,Black Laughingthrush,22715614,AVIBASE-4B1B2550,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
