Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Fraseria_ocreata,Muscicapidae,LC,0,15.00504268,3.569532696,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.933691485,3.78191432
Fratercula_arctica,Alcidae,VU,1,14.48781416,6.385211262,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.83235829,2.660259537
Fratercula_cirrhata,Alcidae,LC,0,13.87035285,6.652049796,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.600462428,3.230804396
Fratercula_corniculata,Alcidae,LC,0,14.19941803,6.284395321,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,1.824549292
Frederickena_unduligera,Thamnophilidae,LC,0,14.36688551,4.418840608,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.668740305,1.131402111
Frederickena_viridis,Thamnophilidae,LC,0,14.05207721,4.33073334,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.727427153,1.435084525
Fregata_andrewsi,Fregatidae,CR,1,0.641853886,7.295117514,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedElevated,none,Sea,Yes,0,0,0
Fregata_aquila,Fregatidae,VU,1,-2.302585093,7.390181428,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedGround,none,Sea,No,0,0,0
Fregata_ariel,Fregatidae,LC,0,18.35502427,6.6899972,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.547722558,5.661918271
Fregata_magnificens,Fregatidae,LC,0,12.16247493,7.306880331,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedElevated,none,Sea,No,0,1.075910633,5.859360706
Fregata_minor,Fregatidae,LC,0,10.11925194,7.150442601,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,ExposedElevated,none,Sea,Yes,0,1.342674807,4.952299717
Fregetta_grallaria,Oceanitidae,LC,0,18.1421956,3.923556241,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.53182959,4.705015521
Fregetta_tropica,Oceanitidae,LC,0,10.28464631,3.951243719,AquaticAnimals,AerialScreaning,Migratory,NonCooperative,Cavity,none,Sea,Yes,0,0.600462428,0.405465108
Fringilla_coelebs,Fringillidae,LC,0,16.41223905,3.17010566,Invertebrates,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.434965515,4.11414719
Fringilla_montifringilla,Fringillidae,LC,0,16.42998784,3.143721151,Seeds,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.791759469,1.002490679,2.054123734
Fringilla_teydea,Fringillidae,NT,0,6.091083612,3.411147713,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.691690753,3.529297384
Fulica_alai,Rallidae,VU,1,7.046124948,6.054674061,AquaticPlants,ForagingGeneralist,Sedentary,NonCooperative,ExposedGround,weak,Wetland,Yes,2.079441542,2.049970799,5.860501283
Fulica_americana,Rallidae,LC,0,16.1826374,6.456361409,AquaticPlants,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,2.351375257,1.298164071,3.194583132
Fulica_ardesiaca,Rallidae,LC,0,13.29557422,6.895672576,AquaticPlants,AquaticSurface,Sedentary,Cooperative,ExposedGround,weak,Wetland,No,1.504077397,0.984650177,3.569532696
Fulica_armillata,Rallidae,LC,0,14.82115434,6.946975992,AquaticPlants,AquaticDive,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.609437912,1.12468265,3.39785848
Fulica_atra,Rallidae,LC,0,17.32650827,6.575243191,AquaticPlants,GroundForaging,Sedentary,Cooperative,ExposedGround,weak,Wetland,No,1.704748092,1.259940787,4.282206299
Fulica_caribaea,Rallidae,NT,0,12.51510431,6.962120351,AquaticPlants,ForagingGeneralist,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.610427522,1.489331159,5.035653057
Fulica_cornuta,Rallidae,NT,0,12.31701053,7.654613828,AquaticPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Wetland,No,1.386294361,0.795270729,0.405465108
Fulica_cristata,Rallidae,LC,0,15.48151506,6.716594774,AquaticPlants,ForagingGeneralist,Sedentary,Cooperative,ExposedGround,weak,Wetland,No,1.791759469,0.989846401,3.686376324
Fulica_gigantea,Rallidae,LC,0,13.18915548,7.800875639,AquaticPlants,AquaticSurface,Sedentary,Cooperative,ExposedGround,none,Wetland,No,1.609437912,0.88375617,2.90690106
Fulica_leucoptera,Rallidae,LC,0,14.92790069,6.486160789,AquaticPlants,AquaticSurface,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,2.397895273,1.050969125,2.917770732
Fulica_rufifrons,Rallidae,LC,0,14.04346229,6.467698726,AquaticPlants,AquaticSurface,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.704748092,1.20236568,3.602776755
Fulmarus_glacialis,Procellariidae,LC,0,17.1201754,6.416634238,AquaticAnimals,AquaticSurface,Migratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.562341325,4.092676505
Fulmarus_glacialoides,Procellariidae,LC,0,18.39421248,6.676352716,AquaticAnimals,AquaticSurface,Migratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.4949232,4.404277244
Furnarius_cinnamomeus,Furnariidae,LC,0,12.00617554,3.718680945,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.224744871,4.339901708
Furnarius_cristatus,Furnariidae,LC,0,13.42994528,3.238678452,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,1.017058525,2.261763098
Furnarius_figulus,Furnariidae,LC,0,14.47509258,3.33220451,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.119373221,3.391147046
Furnarius_leucopus,Furnariidae,LC,0,15.32687682,4.003690194,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.960184589,2.549445171
Furnarius_longirostris,Furnariidae,LC,0,12.49487022,3.891820298,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.220641816,4.097672352
Furnarius_minor,Furnariidae,LC,0,12.67335821,3.251149385,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,0.88375617,2.617395833
Furnarius_rufus,Furnariidae,LC,0,15.63709216,3.837730401,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.159897584,3.339321978
Furnarius_torridus,Furnariidae,LC,0,11.38022801,3.956996371,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,0.699927102,2.32238772
Galbalcyrhynchus_leucotis,Galbulidae,LC,0,13.08094016,3.848017675,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.769160567,1.667706821
Galbalcyrhynchus_purusianus,Galbulidae,LC,0,13.61841955,3.912023005,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.699927102,1.064710737
Galbula_albirostris,Galbulidae,LC,0,14.5394915,3.095577609,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.693147181,0.668740305,1.30833282
Galbula_chalcothorax,Galbulidae,LC,0,13.61274337,3.174296781,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.720843424,1.547562509
Galbula_cyanescens,Galbulidae,LC,0,13.98851207,3.230804396,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.684866101,1.360976553
Galbula_cyanicollis,Galbulidae,LC,0,14.81060707,3.145444547,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.693147181,0.809780126,1.667706821
Galbula_dea,Galbulidae,LC,0,15.59449352,3.310543013,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,0.916290732,0.746174535,1.410986974
Galbula_galbula,Galbulidae,LC,0,14.47180203,3.135494216,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.746174535,1.458615023
Galbula_leucogastra,Galbulidae,LC,0,14.91124885,2.766319109,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0,0.752120619,1.252762968
Galbula_pastazae,Galbulidae,VU,1,9.965988061,3.45946629,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.87642146,2.302585093
Galbula_ruficauda,Galbulidae,LC,0,15.84456484,3.277144733,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,1.119373221,3.18221184
Galbula_tombacea,Galbulidae,LC,0,13.78443951,3.143289838,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.699927102,1.223775432
Galerida_cristata,Alaudidae,LC,0,17.16558091,3.753730426,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.266144523,4.412798293
Galerida_deva,Alaudidae,LC,0,13.52768514,2.990217093,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,1.297019809,5.609838028
Galerida_magnirostris,Alaudidae,LC,0,13.4485102,3.728100167,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,0.942772211,2.990719732
Galerida_malabarica,Alaudidae,LC,0,14.42258681,3.624340933,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.916290732,1.224744871,4.721173862
Galerida_modesta,Alaudidae,LC,0,14.99384249,3.005682604,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0,1.081882614,3.502549876
Galerida_theklae,Alaudidae,LC,0,14.52397611,3.642049867,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,1.292412205,3.987130478
Gallicolumba_beccarii,Columbidae,LC,0,12.3850206,4.366024277,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.642114135,2.58021683
Gallicolumba_canifrons,Columbidae,NT,0,6.119197914,5.077608349,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.414597592,1.190690845,0
Gallicolumba_crinigera,Columbidae,VU,1,11.45175619,5.258276317,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.06573058,5.103518288
Gallicolumba_erythroptera,Columbidae,CR,1,3.854393893,4.728979472,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.414597592,0,0
Gallicolumba_hoedtii,Columbidae,EN,1,10.23821899,5.077608349,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.414597592,0.805030478,4.213607983
Gallicolumba_jobiensis,Columbidae,LC,0,13.38071638,4.905274778,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.632455532,2.208274414
Gallicolumba_keayi,Columbidae,CR,1,10.10037337,5.225746674,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.414597592,1.29587251,5.627980761
Gallicolumba_kubaryi,Columbidae,VU,1,6.056549794,5.087596335,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0,1.121151421,0
Gallicolumba_luzonica,Columbidae,NT,0,11.584078,5.278114659,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.344735711,6.009304465
Gallicolumba_menagei,Columbidae,CR,1,6.372466183,5.278114659,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.414597592,0.720843424,5.825409963
Gallicolumba_platenae,Columbidae,CR,1,6.163735768,5.278114659,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.785137822,5.770817876
Gallicolumba_rubescens,Columbidae,VU,1,2.282382386,4.094344562,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.693147181,0,0
Gallicolumba_rufigula,Columbidae,LC,0,13.5028216,4.86753445,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.632455532,2.104134154
Gallicolumba_sanctaecrucis,Columbidae,EN,1,7.44594312,5.077608349,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.632455532,1.481604541
Gallicolumba_stairi,Columbidae,VU,1,9.962209188,5.141663557,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.989846401,4.251348311
Gallicolumba_tristigmata,Columbidae,LC,0,12.02294937,5.616771098,Fruit,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.414597592,0.840896415,4.387014176
Gallicolumba_xanthonura,Columbidae,NT,0,7.030149887,4.706100905,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.693147181,2.165490622,0
Gallicrex_cinerea,Rallidae,LC,0,16.19942496,5.967146239,AquaticPlants,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.504077397,1.392505635,5.610204128
Gallinago_andina,Scolopacidae,LC,0,13.56381963,4.695376454,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.098612289,0.890912674,2.923161581
Gallinago_gallinago,Scolopacidae,LC,0,16.81647984,4.726856704,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.126435863,3.020424886
Gallinago_hardwickii,Scolopacidae,LC,0,12.43689305,5.019330712,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.806921565,4.983606622
Gallinago_imperialis,Scolopacidae,NT,0,11.26131171,5.098890342,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.28327381,1.258688981,4.154184563
Gallinago_jamesoni,Scolopacidae,LC,0,12.47444842,5.111987788,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.693147181,1.196570978,4.310799125
Gallinago_macrodactyla,Scolopacidae,VU,1,12.30144555,5.375278408,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.098612289,0.887356066,3.912023005
Gallinago_media,Scolopacidae,NT,0,15.93049692,5.135563115,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,1.193641774,3.054001182
Gallinago_megala,Scolopacidae,LC,0,15.05367204,4.795790546,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,0.868897833,1.974081026
Gallinago_nemoricola,Scolopacidae,VU,1,13.05651029,5.121997762,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.28327381,0.890912674,3.88567903
Gallinago_nigripennis,Scolopacidae,LC,0,15.53997368,4.718498871,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,0.916290732,1,3.723280881
Gallinago_nobilis,Scolopacidae,NT,0,12.4671507,5.259784417,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,0.693147181,1.293568728,4.620058798
Gallinago_paraguaiae,Scolopacidae,LC,0,16.54647703,4.695376454,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.098612289,1.031025985,2.867898902
Gallinago_solitaria,Scolopacidae,LC,0,15.25173151,4.942427828,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,0.81444764,2.740840024
Gallinago_stenura,Scolopacidae,LC,0,15.98796544,4.727387819,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,0.733836822,0.693147181
Gallinago_stricklandii,Scolopacidae,NT,0,12.70805508,5.529429088,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,0.693147181,0.81444764,2.066862759
Gallinago_undulata,Scolopacidae,LC,0,14.76547155,5.744348436,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,1.245960461,3.730501129
Gallinula_angulata,Rallidae,LC,0,16.27828356,4.867380592,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.791759469,1,3.711130063
Gallinula_chloropus,Rallidae,LC,0,17.77225703,5.82785679,Generalist,GroundForaging,Sedentary,Cooperative,ExposedGround,weak,Wetland,No,2.251291799,1.362871073,4.613138356
Gallinula_melanops,Rallidae,LC,0,15.23534793,5.252273428,AquaticPlants,AquaticSurface,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.791759469,1.251098551,3.843744165
Gallinula_mortierii,Rallidae,LC,0,10.48707095,7.163815097,Generalist,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Wetland,No,1.871802177,0.971286834,2.63188884
Gallinula_nesiotis,Rallidae,EX,1,4.160444364,6.240256352,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,Yes,1.610427522,0.416179145,0
Gallinula_silvestris,Rallidae,CR,1,0,6.109247583,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.610427522,0,0
Gallinula_tenebrosa,Rallidae,LC,0,15.14712513,6.273065668,AquaticPlants,GroundForaging,Sedentary,Cooperative,ExposedElevated,weak,Wetland,No,2.442347035,0.836660027,2.4765384
Gallinula_ventralis,Rallidae,LC,0,15.34150414,5.956640156,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.791759469,0.757928931,1.547562509
Gallirallus_australis,Rallidae,VU,1,10.55743642,6.775046405,Generalist,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,0.89790076,2.014903021
Gallirallus_calayanensis,Rallidae,VU,1,4.218036035,5.497168225,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,Yes,1.610427522,0.611690885,0
Gallirallus_insignis,Rallidae,NT,0,10.43612261,5.866666338,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.610427522,0.600462428,2.433613355
Gallirallus_okinawae,Rallidae,EN,1,6.387384242,6.070737728,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,Yes,0.916290732,1.639776183,4.793308128
Gallirallus_philippensis,Rallidae,LC,0,14.74567477,5.327487744,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Wetland,No,1.791759469,0.984650177,3.867025639
Gallirallus_rovianae,Rallidae,NT,0,8.118087817,5.866666338,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,Yes,0.916290732,0.53182959,2.58021683
Gallirallus_striatus,Rallidae,LC,0,15.39128277,4.753590191,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.945910149,1.331166599,5.47478851
Gallirallus_sylvestris,Rallidae,EN,1,0.530628251,6.203304452,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedGround,strong,Terrestrial,Yes,0.916290732,0,0
Gallirallus_torquatus,Rallidae,LC,0,12.91818019,5.634789603,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,1.131646962,5.362230692
Galloperdix_bicalcarata,Phasianidae,LC,0,10.53684226,5.673082688,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,0.693147181,1.407088834,5.637286483
Galloperdix_lunulata,Phasianidae,LC,0,14.14508578,5.538868523,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,1.316074013,5.490176628
Galloperdix_spadicea,Phasianidae,LC,0,13.97760339,5.883517356,Fruit,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,1.294722156,5.434594985
Gallus_gallus,Phasianidae,LC,0,15.44396783,6.622363914,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.871802177,1.269823432,5.426710581
Gallus_lafayetii,Phasianidae,LC,0,10.92596006,6.641508487,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.693147181,1.298164071,5.387700928
Gallus_sonneratii,Phasianidae,LC,0,13.84518236,6.734377606,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.504077397,1.38031007,5.684599655
Gallus_varius,Phasianidae,LC,0,12.14259969,6.732556296,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,1.574775969,6.557204402
Gampsonyx_swainsonii,Accipitridae,LC,0,16.14435529,4.531523646,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.059479691,2.93385687
Gampsorhynchus_rufulus,Pellorneidae,LC,0,13.02518573,3.610917913,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.093538328,3.875359021
Garrodia_nereis,Oceanitidae,LC,0,17.16362434,3.642835516,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Sea,No,0,0.472870805,3.206803244
Garrulax_affinis,Leiotrichidae,LC,0,13.62198976,4.285791027,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.085809657,4.510859507
Garrulax_albogularis,Leiotrichidae,LC,0,13.75375536,4.580365067,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.10668192,4.930148043
Garrulax_annamensis,Leiotrichidae,LC,0,8.992246549,4.366912997,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.269823432,4.377014093
Garrulax_austeni,Leiotrichidae,LC,0,10.63157949,4.077537444,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.031025985,4.220977213
Garrulax_berthemyi,Leiotrichidae,LC,0,13.48297658,4.276249366,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.183215957,5.517452896
Garrulax_bicolor,Leiotrichidae,EN,1,11.11388269,4.815755208,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.692519424,3.747148362
Garrulax_bieti,Leiotrichidae,VU,1,10.06062377,4.364880476,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.733836822,2.917770732
Garrulax_caerulatus,Leiotrichidae,LC,0,12.29326542,4.450502706,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.836660027,3.945457782
Garrulax_calvus,Leiotrichidae,LC,0,10.51982658,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.447213595,1.098612289
Garrulax_canorus,Leiotrichidae,LC,0,14.42615618,4.139636551,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.316074013,5.614222398
Garrulax_castanotis,Leiotrichidae,LC,0,11.62863257,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.89790076,3.404525172
Garrulax_chinensis,Leiotrichidae,LC,0,14.15921019,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.213710009,4.623010104
Garrulax_chrysopterus,Leiotrichidae,LC,0,11.9410499,4.272490748,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.954485913,3.363841595
Garrulax_cineraceus,Leiotrichidae,LC,0,13.77814955,3.890799369,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.153435507,5.117993812
Garrulax_cinereifrons,Leiotrichidae,VU,1,9.662148207,4.248495242,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.78841749,6.631342799
Garrulax_courtoisi,Leiotrichidae,CR,1,5.774862056,4.025351691,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.108145249,1.418612414,5.445443431
Garrulax_davidi,Leiotrichidae,LC,0,13.89841501,4.028916757,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.249819961,4.766438334
Garrulax_delesserti,Leiotrichidae,LC,0,11.9453382,4.521788577,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.469252638,5.908897823
Garrulax_elliotii,Leiotrichidae,LC,0,13.61085455,3.80666249,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.048808848,4.178992036
Garrulax_erythrocephalus,Leiotrichidae,LC,0,12.82350468,4.272490748,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.971286834,4.468204331
Garrulax_ferrarius,Leiotrichidae,NT,0,7.132098111,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.472870805,0.262364264
Garrulax_formosus,Leiotrichidae,LC,0,11.85514189,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.059479691,4.873669439
Garrulax_galbanus,Leiotrichidae,LC,0,10.88172909,4.025351691,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.055250147,4.380775853
Garrulax_gularis,Leiotrichidae,LC,0,12.82751811,4.521788577,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.007417072,4.034240638
Garrulax_henrici,Leiotrichidae,LC,0,11.60981258,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.575901449,1.704748092
