Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Scytalopus_argentifrons,Rhinocryptidae,LC,0,9.651790194,2.833213344,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.055250147,3.169685581
Scytalopus_atratus,Rhinocryptidae,LC,0,12.14134691,3.248046202,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.19802755,4.522874943
Scytalopus_bolivianus,Rhinocryptidae,LC,0,11.07092448,3.034952987,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.774596669,2.251291799
Scytalopus_canus,Rhinocryptidae,EN,1,11.19578849,2.899221373,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.345762619,4.396915247
Scytalopus_caracae,Rhinocryptidae,LC,0,8.374061578,3.17805383,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,2.116063004,6.761688503
Scytalopus_chocoensis,Rhinocryptidae,LC,0,9.908579566,2.994231147,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.600462428,2.57261223
Scytalopus_femoralis,Rhinocryptidae,LC,0,11.33124051,3.144152279,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.727427153,2.797281335
Scytalopus_fuscus,Rhinocryptidae,LC,0,11.65953435,2.896464272,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.338524294,4.189654742
Scytalopus_griseicollis,Rhinocryptidae,LC,0,8.982874995,2.893145685,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.653218096,5.003946306
Scytalopus_iraiensis,Rhinocryptidae,EN,1,7.03562065,2.517696473,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.870828693,4.643428898
Scytalopus_latebricola,Rhinocryptidae,LC,0,8.273846933,3.122364924,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.575901449,0.530628251
Scytalopus_latrans,Rhinocryptidae,LC,0,12.26630943,2.869034621,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.267374388,4.520701029
Scytalopus_macropus,Rhinocryptidae,LC,0,10.1078804,3.613347392,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.600462428,2.282382386
Scytalopus_magellanicus,Rhinocryptidae,LC,0,13.02614142,2.615203651,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,0.849182109,2.2300144
Scytalopus_meridanus,Rhinocryptidae,LC,0,9.772985851,2.995732274,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.267374388,4.016383021
Scytalopus_micropterus,Rhinocryptidae,LC,0,10.72328501,3.391147046,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.942772211,3.000719815
Scytalopus_novacapitalis,Rhinocryptidae,NT,0,11.68302008,2.939161922,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.256174106,3.526360525
Scytalopus_pachecoi,Rhinocryptidae,LC,0,10.71085365,2.714694744,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.150163317,3.465735903
Scytalopus_panamensis,Rhinocryptidae,VU,1,5.454038242,2.896464272,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0,2.174751721
Scytalopus_parkeri,Rhinocryptidae,LC,0,8.353614877,3.056827373,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.042246635,3.678829118
Scytalopus_parvirostris,Rhinocryptidae,LC,0,11.67232549,2.876385516,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.752120619,2.549445171
Scytalopus_robbinsi,Rhinocryptidae,EN,1,6.374002151,2.96217549,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.668740305,2.791165108
Scytalopus_rodriguezi,Rhinocryptidae,EN,1,6.197054939,3.072693315,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.769160567,2.219203484
Scytalopus_sanctaemartae,Rhinocryptidae,LC,0,8.417372856,2.896464272,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.642114135,0.336472237
Scytalopus_schulenbergi,Rhinocryptidae,LC,0,10.55140722,2.778819272,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.746174535,2.128231706
Scytalopus_simonsi,Rhinocryptidae,LC,0,10.30609191,2.810606789,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.727427153,1.85629799
Scytalopus_speluncae,Rhinocryptidae,LC,0,12.87118294,2.564949357,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.476295862,4.784152842
Scytalopus_spillmanni,Rhinocryptidae,LC,0,10.89885376,3.158701102,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.228807099,4.476199805
Scytalopus_stilesi,Rhinocryptidae,LC,0,9.08600089,3.095577609,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.66363172,5.837730447
Scytalopus_superciliaris,Rhinocryptidae,LC,0,10.88017512,2.879198457,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.200924856,3.152736022
Scytalopus_unicolor,Rhinocryptidae,LC,0,8.506678101,2.869034621,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.29587251,4.496470769
Scytalopus_urubambae,Rhinocryptidae,LC,0,7.82436596,2.564949357,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.66021958,2.646174797
Scytalopus_vicinior,Rhinocryptidae,LC,0,9.729883884,3.137231836,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.642114135,2.459588842
Scytalopus_zimmeri,Rhinocryptidae,LC,0,10.10664062,2.766319109,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.746174535,2.2300144
Seicercus_affinis,Phylloscopidae,LC,0,13.28725135,1.93441577,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,0.994962056,4.099332104
Seicercus_burkii,Phylloscopidae,LC,0,12.51115483,1.987874348,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,1.024113689,5.012633297
Seicercus_castaniceps,Phylloscopidae,LC,0,14.87352201,1.667706821,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,1.13848502,4.9698133
Seicercus_grammiceps,Sylviidae,LC,0,10.60587689,1.609437912,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.255863746,1.20236568,5.589493328
Seicercus_montis,Phylloscopidae,LC,0,12.81450336,1.85629799,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,0.957347972,3.561046083
Seicercus_omeiensis,Phylloscopidae,LC,0,10.91788999,1.987874348,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,0.979370361,4.38949865
Seicercus_poliogenys,Phylloscopidae,LC,0,13.86344722,1.840549633,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,1.10668192,4.158883083
Seicercus_soror,Phylloscopidae,LC,0,11.8220522,1.987874348,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,1.110352557,5.129306824
Seicercus_tephrocephalus,Phylloscopidae,LC,0,12.68323,1.987874348,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,1.069837518,4.32677816
Seicercus_valentini,Phylloscopidae,LC,0,12.2900732,1.987874348,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,1.061575606,4.626931678
Seicercus_whistleri,Phylloscopidae,LC,0,13.20483937,1.987874348,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,0.927487211,4.198704578
Seiurus_aurocapilla,Parulidae,LC,0,15.46843955,2.93385687,Invertebrates,GroundForaging,Migratory,Cooperative,Cavity,weak,Terrestrial,No,1.504077397,1.468463777,3.490428515
Seiurus_motacilla,Parulidae,LC,0,14.69593442,2.990719732,Invertebrates,GroundForaging,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.609437912,1.732531732,4.131961426
Seiurus_noveboracensis,Parulidae,LC,0,15.84404937,2.791165108,Invertebrates,GroundForaging,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.040031433,2.028148247
Selasphorus_ardens,Trochilidae,EN,1,7.306866913,1.124929597,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.692519424,2.079441542
Selasphorus_flammula,Trochilidae,LC,0,8.433420202,0.989541194,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.994962056,3.202746443
Selasphorus_platycercus,Trochilidae,LC,0,13.45443695,1.264126727,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.169392763,3.417726684
Selasphorus_rufus,Trochilidae,LC,0,14.23866351,1.252762968,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.055250147,2.240709689
Selasphorus_sasin,Trochilidae,LC,0,10.35538131,1.211940974,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.925992575,5.725217755
Selasphorus_scintilla,Trochilidae,LC,0,9.150866338,0.78845736,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.513700052,4.598145571
Selenidera_gouldii,Ramphastidae,LC,0,14.46766057,5.197944392,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.035242675,0.86117353,1.902107526
Selenidera_maculirostris,Ramphastidae,LC,0,13.74380057,5.099866428,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.471611628,4.529368473
Selenidera_nattereri,Ramphastidae,LC,0,13.68680578,5.065123479,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.035242675,0.600462428,0.470003629
Selenidera_piperivora,Ramphastidae,LC,0,13.90222041,4.990432587,Fruit,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.699927102,1.335001067
Selenidera_reinwardtii,Ramphastidae,LC,0,14.44671419,5.086175573,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.035242675,0.699927102,1.386294361
Selenidera_spectabilis,Ramphastidae,LC,0,11.93967119,5.38907173,Fruit,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,0.823549026,2.646174797
Seleucidis_melanoleucus,Paradisaeidae,LC,0,12.70855133,5.161523515,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.611690885,1.916922612
Semioptera_wallacii,Paradisaeidae,LC,0,9.497202108,4.999506936,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.371563556,0.611690885,2.778819272
Sephanoides_fernandensis,Trochilidae,CR,1,2.397895273,2.16676537,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.693147181,0.752120619,0
Sephanoides_sephaniodes,Trochilidae,LC,0,13.22540487,1.642872689,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.987258545,3.173878459
Sericornis_arfakianus,Acanthizidae,LC,0,12.08561259,2.163323026,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.642114135,2.186051277
Sericornis_beccarii,Acanthizidae,LC,0,12.7448097,2.474856314,Invertebrates,BarkGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,0.588566191,1.704748092
Sericornis_citreogularis,Acanthizidae,LC,0,12.0377179,2.867898902,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.200924856,3.17805383
Sericornis_frontalis,Acanthizidae,LC,0,14.33708892,2.582486978,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,0.957347972,2.493205453
Sericornis_humilis,Acanthizidae,LC,0,10.63821564,2.90416508,Invertebrates,GroundForaging,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.916290732,0.89790076,2.332143895
Sericornis_keri,Acanthizidae,LC,0,10.11498758,2.431857429,Invertebrates,GroundForaging,PartiallyMigratory,Cooperative,Cavity,weak,Terrestrial,No,0.693147181,0.945741609,2.014903021
Sericornis_magnirostra,Acanthizidae,LC,0,12.50869702,2.282382386,Invertebrates,ArborealGleaning,PartiallyMigratory,Cooperative,Cavity,weak,Terrestrial,No,1.252762968,1.224744871,3.549617387
Sericornis_nouhuysi,Acanthizidae,LC,0,11.49881336,2.839078464,Invertebrates,BarkGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.693147181,0.668740305,2.772588722
Sericornis_papuensis,Acanthizidae,LC,0,11.31758189,2.415913778,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0,0.668740305,2.928523524
Sericornis_perspicillatus,Acanthizidae,LC,0,11.66845548,2.197224577,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.684866101,2.701361213
Sericornis_rufescens,Acanthizidae,LC,0,8.951634408,2.48490665,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.514368672,1.648658626
Sericornis_spilodera,Acanthizidae,LC,0,12.52269707,2.459588842,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.611690885,1.916922612
Sericornis_virgatus,Acanthizidae,LC,0,11.183931,2.517696473,Invertebrates,BarkGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.53182959,1.960094784
Sericossypha_albocristata,Thraupidae,VU,1,11.28118128,4.736198448,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.914402157,0.81444764,2.694627181
Sericulus_aureus,Ptilonorhynchidae,LC,0,10.48233998,5.147494477,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.470003629,0.547722558,2.054123734
Sericulus_bakeri,Ptilonorhynchidae,NT,0,6.335231541,5.173094222,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.470003629,0.4949232,1.824549292
Sericulus_chrysocephalus,Ptilonorhynchidae,LC,0,11.40331817,4.600057137,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.06573058,2.63905733
Serilophus_lunatus,Eurylaimidae,LC,0,14.01304916,3.526360525,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.504077397,1.133368103,3.921973336
Serinus_alario,Fringillidae,LC,0,13.13853216,2.501435952,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.805030478,2.397895273
Serinus_albogularis,Fringillidae,LC,0,13.72814428,3.299533728,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.845069727,2.415913778
Serinus_ankoberensis,Fringillidae,VU,1,9.702392878,2.701361213,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.562341325,4.93878119
Serinus_atrogularis,Fringillidae,LC,0,14.91728717,2.433613355,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.948683298,3.246490992
Serinus_buchanani,Fringillidae,LC,0,11.7604205,2.732417558,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.809780126,4.041295341
Serinus_burtoni,Fringillidae,LC,0,12.90106712,3.417726684,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.984650177,4.844974178
Serinus_canaria,Fringillidae,LC,0,9.261233086,3.19047635,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,1.252762968,1.99498114,5.307772525
Serinus_canicollis,Fringillidae,LC,0,13.3302349,2.721295428,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.180185929,3.927896355
Serinus_capistratus,Fringillidae,LC,0,13.39551038,2.732417558,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.069837518,3.113515309
Serinus_citrinelloides,Fringillidae,LC,0,13.2267751,2.564179831,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.868897833,4.856706812
Serinus_citrinipectus,Fringillidae,LC,0,10.81603529,2.415913778,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.930604859,4.072439727
Serinus_donaldsoni,Fringillidae,LC,0,13.3121366,3.17805383,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.547722558,3.104586678
Serinus_dorsostriatus,Fringillidae,LC,0,13.66635175,2.716679528,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.779920671,4.036008985
Serinus_estherae,Fringillidae,LC,0,10.62529264,2.732417558,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.733836822,3.906004933
Serinus_flavigula,Fringillidae,EN,1,8.435852976,2.732417558,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.588566191,3.314186005
Serinus_flaviventris,Fringillidae,LC,0,14.34416021,2.785011242,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.89790076,2.653241965
Serinus_flavivertex,Fringillidae,LC,0,12.68733268,2.63905733,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.917940618,4.736198448
Serinus_frontalis,Fringillidae,LC,0,12.97175767,2.509599262,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.901334478,5.008633291
Serinus_gularis,Fringillidae,LC,0,14.34846152,2.772588722,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.12468265,3.713572067
Serinus_hypostictus,Fringillidae,LC,0,11.98688501,2.564949357,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.050969125,4.439115602
Serinus_koliensis,Fringillidae,LC,0,10.90804371,2.610069793,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.061575606,5.602487757
Serinus_leucopterus,Fringillidae,LC,0,11.34845876,3.095577609,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,1.155061213,3.353406718
Serinus_leucopygius,Fringillidae,LC,0,14.92725001,2.379546134,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.857232129,3.563882964
Serinus_melanochrous,Fringillidae,NT,0,10.31277867,2.732417558,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.979370361,3.523415014
Serinus_menachensis,Fringillidae,LC,0,10.60365503,2.732417558,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.351776856,1.700401852,5.132852927
