"","pred","tmean","dtr","hurs","rsds","vpd","precp","wind"
"Thamnistes_anabatinus",110.506516379007,23.8890115315329,6.29678596901029,69.4195986469265,15.7017726686564,921.728703718195,309.706924438477,1.51669614406991
"Thamnolaea_cinnamomeiventris",119.572920497168,22.808781795259,10.7550105378761,54.9337049777292,20.3904933542278,1296.91532349297,77.6480004596142,2.60480249600085
"Thamnomanes_ardesiacus",167.764683301344,25.0881577750467,6.96413251095221,68.9520700192345,16.6626243945199,993.665464756356,221.87892338563,1.00891388060092
"Thamnomanes_caesius",168.260301403799,25.3674764133898,7.35273587922239,67.3480626782733,17.0366562646839,1064.87306741829,204.51013216614,1.16333283056081
"Thamnomanes_saturninus",178.365194927196,25.598489163645,7.11861460948375,69.219896329668,16.7739178046237,1011.81181036103,203.316764968315,0.906116746327529
"Thamnomanes_schistogynus",170.685337580745,24.9997369951721,7.08937157640288,69.0380826196822,16.609895283306,980.482191047503,193.898566488143,1.00546879170426
"Thamnophilus_aethiops",167.637723466848,25.1200671414386,7.32691344709843,68.182246089451,16.892872929449,1020.51332820522,206.378363331477,1.05893847972836
"Thamnophilus_amazonicus",169.754311875175,25.5217080983872,7.33854827738294,67.5191288612763,17.036617833205,1067.47884880635,200.499435436352,1.14496983225007
"Thamnophilus_ambiguus",156.405076142132,22.6779175559881,7.3245438783907,63.951992275025,17.2154131545633,1003.17693546508,123.520657185976,2.47646366509084
"Thamnophilus_aroyae",120.676300578035,19.5603922915596,7.14177115115127,69.662416226602,15.1137818132522,700.902726719145,199.579756521765,1.27192964891478
"Thamnophilus_atrinucha",110.508062452009,24.5200966853817,6.16122409087299,68.7020435699393,15.7384349216669,978.256714085896,283.053345448104,1.44416355564218
"Thamnophilus_bernardi",48.1171428571429,22.1605999319894,7.87612762314933,64.2488144847325,19.0634768731253,970.977917960031,48.0237788895198,2.43797206418855
"Thamnophilus_bridgesi",111.179487179487,24.6639196567046,5.52958536148071,68.4589218971057,16.8601899208167,991.376313429612,329.771920913305,1.84770309084501
"Thamnophilus_caerulescens",118.010143617555,22.3087747981936,9.4545176928493,58.9104541860168,19.2259709576049,1137.29460408394,121.443299267881,3.06613967209034
"Thamnophilus_cryptoleucus",174.32670313277,25.7544327816046,5.96127649256983,71.0475938209902,16.1961786335585,959.750159826521,232.650393948396,0.980189514243146
"Thamnophilus_divisorius",171,24.529695087009,6.87624401516385,70.2632514105903,16.1954735649957,914.993631998698,196.999672783746,0.9973147643937
"Thamnophilus_doliatus",143.752418053314,24.8818705841817,8.07558568261012,63.5901313033617,17.8900831499365,1157.66278751774,160.630973783331,1.91283867393195
